ParentID,ParentSMILES,FragmentSMILES,MetaText
Doxorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,[3*]OC,"<INDICATION=Acute Lymphoblastic Leukaemias (ALL); Acute Myeloblastic Leukemia; Advanced Endometrial Cancer; Advanced Soft Tissue Sarcoma; Bladder transitional cell carcinoma; Carcinoma, Bronchogenic; Gastric Carcinoma; Kaposi's Sarcoma AIDS Related; Lymphoma, Hodgkins; Malignant Lymphomas; Metastatic Breast Cancer; Multiple Myeloma (MM); Mycosis Fungoides (MF); Neuroblastomas; Ovarian Cancer Metastatic; Ovarian Carcinoma; Sarcoma, Bone; Sezary Syndrome; Soft Tissue Sarcoma (STS); Thyroid Carcinoma; Waldenstrom's Macroglobulinemia (WM); Wilms' tumor; Advanced Thymoma; Advanced uterine sarcoma> <TARGET=ALDH3A1; XIAP; LRP1B; MTHFD1; RARA; BRCA1; PNPLA3; TOP2A; POLK; YWHAG; PAX8; PIK3CB; APEX1; XRCC1; CYP3A4; RXRA; MYOD1; UGT1A1; ABCB11; ZEB1; TET2; CYP2C19; FANCD2; LINC00251; ABCC9; TP53; PIK3CA; AKR7A2; RPSA; TOP2B; MAPK14; SOD2; IL11; HSP90AB1; PIK3CG; WRN; ATM; MGMT; SETD4; CYP2C9; USP1; THRB; RALBP1; RECQL; TPMT; ESR1; SLCO1B1; BDNF; CYP1B1; PLG; EHMT2; IGHMBP2; TGFB1; SRC; MAPK1; CBR1; SDHB; NR1I2; ABCB1; CPT1A; GSTM1; NT5E; SMAD3; HSP90AA1; SLCO6A1; BCL2; COL1A2; BMP7; SERPINA6; AKR1C3; KLC3; SLC22A17; FCGR3B; TAF1; ERCC1; MYB; AR; CAST; NTRK2; ABCC10; NR1H4; CYP1A1; DOK5; GADD45A; XPC; GATA3; BLM; CASP3; ATXN2; ALK; DNMT3A; CYP3A; S100A4; AFP; SLC15A1; MSH2; POLH; GPX3; IDH1; GSR; GBX2; TOP1; NQO1; FASLG; CYP2J2; CYP2D6; BAZ2B; CLCN6; STAT6; ABCA1; PPARD; POLB; SNCA; CCND1; CD274; H2AX; BRAF; CYBA; MDM2; ABCG2; PPM1D; FCGR2A; APAF1; SLC13A3; GALNT14; SLC22A7; SP3; EDN1; MAPT; TGM2; BAX; NFE2L2; CDKN1B; BIRC5; GSTM3; XDH; FLT3; GABPA; ERCC2; CYP1A2; MTR; ABCC5; G6PD; GSTA2; ABCC3; SLCO4C1; FCGR3A; ABCC4; KRT20; KMT2A>"
Doxorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,[3*]OC1CC([15*])(O)Cc2c(O)c3c(c(O)c21)C(=O)c1c([16*])cccc1C3=O,"<INDICATION=Acute Lymphoblastic Leukaemias (ALL); Acute Myeloblastic Leukemia; Advanced Endometrial Cancer; Advanced Soft Tissue Sarcoma; Bladder transitional cell carcinoma; Carcinoma, Bronchogenic; Gastric Carcinoma; Kaposi's Sarcoma AIDS Related; Lymphoma, Hodgkins; Malignant Lymphomas; Metastatic Breast Cancer; Multiple Myeloma (MM); Mycosis Fungoides (MF); Neuroblastomas; Ovarian Cancer Metastatic; Ovarian Carcinoma; Sarcoma, Bone; Sezary Syndrome; Soft Tissue Sarcoma (STS); Thyroid Carcinoma; Waldenstrom's Macroglobulinemia (WM); Wilms' tumor; Advanced Thymoma; Advanced uterine sarcoma> <TARGET=ALDH3A1; XIAP; LRP1B; MTHFD1; RARA; BRCA1; PNPLA3; TOP2A; POLK; YWHAG; PAX8; PIK3CB; APEX1; XRCC1; CYP3A4; RXRA; MYOD1; UGT1A1; ABCB11; ZEB1; TET2; CYP2C19; FANCD2; LINC00251; ABCC9; TP53; PIK3CA; AKR7A2; RPSA; TOP2B; MAPK14; SOD2; IL11; HSP90AB1; PIK3CG; WRN; ATM; MGMT; SETD4; CYP2C9; USP1; THRB; RALBP1; RECQL; TPMT; ESR1; SLCO1B1; BDNF; CYP1B1; PLG; EHMT2; IGHMBP2; TGFB1; SRC; MAPK1; CBR1; SDHB; NR1I2; ABCB1; CPT1A; GSTM1; NT5E; SMAD3; HSP90AA1; SLCO6A1; BCL2; COL1A2; BMP7; SERPINA6; AKR1C3; KLC3; SLC22A17; FCGR3B; TAF1; ERCC1; MYB; AR; CAST; NTRK2; ABCC10; NR1H4; CYP1A1; DOK5; GADD45A; XPC; GATA3; BLM; CASP3; ATXN2; ALK; DNMT3A; CYP3A; S100A4; AFP; SLC15A1; MSH2; POLH; GPX3; IDH1; GSR; GBX2; TOP1; NQO1; FASLG; CYP2J2; CYP2D6; BAZ2B; CLCN6; STAT6; ABCA1; PPARD; POLB; SNCA; CCND1; CD274; H2AX; BRAF; CYBA; MDM2; ABCG2; PPM1D; FCGR2A; APAF1; SLC13A3; GALNT14; SLC22A7; SP3; EDN1; MAPT; TGM2; BAX; NFE2L2; CDKN1B; BIRC5; GSTM3; XDH; FLT3; GABPA; ERCC2; CYP1A2; MTR; ABCC5; G6PD; GSTA2; ABCC3; SLCO4C1; FCGR3A; ABCC4; KRT20; KMT2A>"
Doxorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,[6*]C(=O)CO,"<INDICATION=Acute Lymphoblastic Leukaemias (ALL); Acute Myeloblastic Leukemia; Advanced Endometrial Cancer; Advanced Soft Tissue Sarcoma; Bladder transitional cell carcinoma; Carcinoma, Bronchogenic; Gastric Carcinoma; Kaposi's Sarcoma AIDS Related; Lymphoma, Hodgkins; Malignant Lymphomas; Metastatic Breast Cancer; Multiple Myeloma (MM); Mycosis Fungoides (MF); Neuroblastomas; Ovarian Cancer Metastatic; Ovarian Carcinoma; Sarcoma, Bone; Sezary Syndrome; Soft Tissue Sarcoma (STS); Thyroid Carcinoma; Waldenstrom's Macroglobulinemia (WM); Wilms' tumor; Advanced Thymoma; Advanced uterine sarcoma> <TARGET=ALDH3A1; XIAP; LRP1B; MTHFD1; RARA; BRCA1; PNPLA3; TOP2A; POLK; YWHAG; PAX8; PIK3CB; APEX1; XRCC1; CYP3A4; RXRA; MYOD1; UGT1A1; ABCB11; ZEB1; TET2; CYP2C19; FANCD2; LINC00251; ABCC9; TP53; PIK3CA; AKR7A2; RPSA; TOP2B; MAPK14; SOD2; IL11; HSP90AB1; PIK3CG; WRN; ATM; MGMT; SETD4; CYP2C9; USP1; THRB; RALBP1; RECQL; TPMT; ESR1; SLCO1B1; BDNF; CYP1B1; PLG; EHMT2; IGHMBP2; TGFB1; SRC; MAPK1; CBR1; SDHB; NR1I2; ABCB1; CPT1A; GSTM1; NT5E; SMAD3; HSP90AA1; SLCO6A1; BCL2; COL1A2; BMP7; SERPINA6; AKR1C3; KLC3; SLC22A17; FCGR3B; TAF1; ERCC1; MYB; AR; CAST; NTRK2; ABCC10; NR1H4; CYP1A1; DOK5; GADD45A; XPC; GATA3; BLM; CASP3; ATXN2; ALK; DNMT3A; CYP3A; S100A4; AFP; SLC15A1; MSH2; POLH; GPX3; IDH1; GSR; GBX2; TOP1; NQO1; FASLG; CYP2J2; CYP2D6; BAZ2B; CLCN6; STAT6; ABCA1; PPARD; POLB; SNCA; CCND1; CD274; H2AX; BRAF; CYBA; MDM2; ABCG2; PPM1D; FCGR2A; APAF1; SLC13A3; GALNT14; SLC22A7; SP3; EDN1; MAPT; TGM2; BAX; NFE2L2; CDKN1B; BIRC5; GSTM3; XDH; FLT3; GABPA; ERCC2; CYP1A2; MTR; ABCC5; G6PD; GSTA2; ABCC3; SLCO4C1; FCGR3A; ABCC4; KRT20; KMT2A>"
Doxorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,[13*]C1CC(N)C(O)C(C)O1,"<INDICATION=Acute Lymphoblastic Leukaemias (ALL); Acute Myeloblastic Leukemia; Advanced Endometrial Cancer; Advanced Soft Tissue Sarcoma; Bladder transitional cell carcinoma; Carcinoma, Bronchogenic; Gastric Carcinoma; Kaposi's Sarcoma AIDS Related; Lymphoma, Hodgkins; Malignant Lymphomas; Metastatic Breast Cancer; Multiple Myeloma (MM); Mycosis Fungoides (MF); Neuroblastomas; Ovarian Cancer Metastatic; Ovarian Carcinoma; Sarcoma, Bone; Sezary Syndrome; Soft Tissue Sarcoma (STS); Thyroid Carcinoma; Waldenstrom's Macroglobulinemia (WM); Wilms' tumor; Advanced Thymoma; Advanced uterine sarcoma> <TARGET=ALDH3A1; XIAP; LRP1B; MTHFD1; RARA; BRCA1; PNPLA3; TOP2A; POLK; YWHAG; PAX8; PIK3CB; APEX1; XRCC1; CYP3A4; RXRA; MYOD1; UGT1A1; ABCB11; ZEB1; TET2; CYP2C19; FANCD2; LINC00251; ABCC9; TP53; PIK3CA; AKR7A2; RPSA; TOP2B; MAPK14; SOD2; IL11; HSP90AB1; PIK3CG; WRN; ATM; MGMT; SETD4; CYP2C9; USP1; THRB; RALBP1; RECQL; TPMT; ESR1; SLCO1B1; BDNF; CYP1B1; PLG; EHMT2; IGHMBP2; TGFB1; SRC; MAPK1; CBR1; SDHB; NR1I2; ABCB1; CPT1A; GSTM1; NT5E; SMAD3; HSP90AA1; SLCO6A1; BCL2; COL1A2; BMP7; SERPINA6; AKR1C3; KLC3; SLC22A17; FCGR3B; TAF1; ERCC1; MYB; AR; CAST; NTRK2; ABCC10; NR1H4; CYP1A1; DOK5; GADD45A; XPC; GATA3; BLM; CASP3; ATXN2; ALK; DNMT3A; CYP3A; S100A4; AFP; SLC15A1; MSH2; POLH; GPX3; IDH1; GSR; GBX2; TOP1; NQO1; FASLG; CYP2J2; CYP2D6; BAZ2B; CLCN6; STAT6; ABCA1; PPARD; POLB; SNCA; CCND1; CD274; H2AX; BRAF; CYBA; MDM2; ABCG2; PPM1D; FCGR2A; APAF1; SLC13A3; GALNT14; SLC22A7; SP3; EDN1; MAPT; TGM2; BAX; NFE2L2; CDKN1B; BIRC5; GSTM3; XDH; FLT3; GABPA; ERCC2; CYP1A2; MTR; ABCC5; G6PD; GSTA2; ABCC3; SLCO4C1; FCGR3A; ABCC4; KRT20; KMT2A>"
Duvelisib,CC(Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,[4*]C([8*])C,"<INDICATION=Relapsed or Refractory Chronic Lymphocytic Leukemia (CLL); Relapsed or Refractory Follicular Lymphoma; Refractory, relapsed small lymphocytic lymphoma> <TARGET=F5; TP53; PIK3CD; PIK3CG; F7; PIK3CB; F7R>"
Duvelisib,CC(Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,[5*]N[5*],"<INDICATION=Relapsed or Refractory Chronic Lymphocytic Leukemia (CLL); Relapsed or Refractory Follicular Lymphoma; Refractory, relapsed small lymphocytic lymphoma> <TARGET=F5; TP53; PIK3CD; PIK3CG; F7; PIK3CB; F7R>"
Duvelisib,CC(Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,[14*]c1ncnc2nc[nH]c12,"<INDICATION=Relapsed or Refractory Chronic Lymphocytic Leukemia (CLL); Relapsed or Refractory Follicular Lymphoma; Refractory, relapsed small lymphocytic lymphoma> <TARGET=F5; TP53; PIK3CD; PIK3CG; F7; PIK3CB; F7R>"
Duvelisib,CC(Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,[9*]n1c([14*])cc2cccc(Cl)c2c1=O,"<INDICATION=Relapsed or Refractory Chronic Lymphocytic Leukemia (CLL); Relapsed or Refractory Follicular Lymphoma; Refractory, relapsed small lymphocytic lymphoma> <TARGET=F5; TP53; PIK3CD; PIK3CG; F7; PIK3CB; F7R>"
Duvelisib,CC(Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,[16*]c1ccccc1,"<INDICATION=Relapsed or Refractory Chronic Lymphocytic Leukemia (CLL); Relapsed or Refractory Follicular Lymphoma; Refractory, relapsed small lymphocytic lymphoma> <TARGET=F5; TP53; PIK3CD; PIK3CG; F7; PIK3CB; F7R>"
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[4*]C(CO)C(C)O,<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[5*]N[5*],<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[1*]C([6*])=O,<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[13*]C1CSSCC([15*])C(=O)NC([13*])C(=O)NC([13*])C(=O)NC([13*])C(=O)NC([13*])C(=O)N1,<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[5*]N[5*],<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[1*]C(=O)C([4*])C[8*],<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[16*]c1ccccc1,<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[5*]N[5*],<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[1*]C(=O)C[4*],<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[5*]N1CCN([5*])CCN([5*])CCN([5*])CC1,<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[4*]CC(=O)O,<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[4*]CC(=O)O,<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[4*]CC(=O)O,<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[8*]C[8*],<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[16*]c1ccc(O)cc1,<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[8*]C[8*],<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[16*]c1c[nH]c2ccccc12,<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[8*]CCCCN,<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Edotreotide,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,[8*]C(C)O,<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Eflornithine,NCCCC(N)(C(=O)O)C(F)F,NCCCC(N)(C(=O)O)C(F)F,<INDICATION=High Risk Neuroblastoma> <TARGET=XIAP; JUN; EHMT2; ODC1; NR5A1; TGM2; KCNA1; MYCN; PRL; ATF2; SMOX>
Elacestrant,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2C2CCc3cc(O)ccc3C2)cc1,[4*]CC,"<INDICATION=Advanced Breast Cancer, Metastatic Breast Cancer> <TARGET=ESR1; ERBB2>"
Elacestrant,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2C2CCc3cc(O)ccc3C2)cc1,[5*]N[5*],"<INDICATION=Advanced Breast Cancer, Metastatic Breast Cancer> <TARGET=ESR1; ERBB2>"
Elacestrant,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2C2CCc3cc(O)ccc3C2)cc1,[4*]CC[8*],"<INDICATION=Advanced Breast Cancer, Metastatic Breast Cancer> <TARGET=ESR1; ERBB2>"
Elacestrant,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2C2CCc3cc(O)ccc3C2)cc1,[16*]c1ccc([16*])cc1,"<INDICATION=Advanced Breast Cancer, Metastatic Breast Cancer> <TARGET=ESR1; ERBB2>"
Elacestrant,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2C2CCc3cc(O)ccc3C2)cc1,[4*]C[8*],"<INDICATION=Advanced Breast Cancer, Metastatic Breast Cancer> <TARGET=ESR1; ERBB2>"
Elacestrant,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2C2CCc3cc(O)ccc3C2)cc1,[5*]N([5*])[5*],"<INDICATION=Advanced Breast Cancer, Metastatic Breast Cancer> <TARGET=ESR1; ERBB2>"
Elacestrant,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2C2CCc3cc(O)ccc3C2)cc1,[4*]CC,"<INDICATION=Advanced Breast Cancer, Metastatic Breast Cancer> <TARGET=ESR1; ERBB2>"
Elacestrant,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2C2CCc3cc(O)ccc3C2)cc1,[16*]c1ccc([16*])c([16*])c1,"<INDICATION=Advanced Breast Cancer, Metastatic Breast Cancer> <TARGET=ESR1; ERBB2>"
Elacestrant,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2C2CCc3cc(O)ccc3C2)cc1,[3*]OC,"<INDICATION=Advanced Breast Cancer, Metastatic Breast Cancer> <TARGET=ESR1; ERBB2>"
Elacestrant,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2C2CCc3cc(O)ccc3C2)cc1,[15*]C1CCc2cc(O)ccc2C1,"<INDICATION=Advanced Breast Cancer, Metastatic Breast Cancer> <TARGET=ESR1; ERBB2>"
Enasidenib,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,[4*]CC(C)(C)O,<INDICATION=Refractory Acute Myelogenous Leukemia (AML); Relapsed Acute Myelogenous Leukemia (AML)> <TARGET=IDH2; FLT3; GRB2; IDH1>
Enasidenib,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,[5*]N[5*],<INDICATION=Refractory Acute Myelogenous Leukemia (AML); Relapsed Acute Myelogenous Leukemia (AML)> <TARGET=IDH2; FLT3; GRB2; IDH1>
Enasidenib,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,[14*]c1nc([14*])nc([14*])n1,<INDICATION=Refractory Acute Myelogenous Leukemia (AML); Relapsed Acute Myelogenous Leukemia (AML)> <TARGET=IDH2; FLT3; GRB2; IDH1>
Enasidenib,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,[5*]N[5*],<INDICATION=Refractory Acute Myelogenous Leukemia (AML); Relapsed Acute Myelogenous Leukemia (AML)> <TARGET=IDH2; FLT3; GRB2; IDH1>
Enasidenib,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,[14*]c1cc([16*])ccn1,<INDICATION=Refractory Acute Myelogenous Leukemia (AML); Relapsed Acute Myelogenous Leukemia (AML)> <TARGET=IDH2; FLT3; GRB2; IDH1>
Enasidenib,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,[8*]C(F)(F)F,<INDICATION=Refractory Acute Myelogenous Leukemia (AML); Relapsed Acute Myelogenous Leukemia (AML)> <TARGET=IDH2; FLT3; GRB2; IDH1>
Enasidenib,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,[14*]c1cccc([14*])n1,<INDICATION=Refractory Acute Myelogenous Leukemia (AML); Relapsed Acute Myelogenous Leukemia (AML)> <TARGET=IDH2; FLT3; GRB2; IDH1>
Enasidenib,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,[8*]C(F)(F)F,<INDICATION=Refractory Acute Myelogenous Leukemia (AML); Relapsed Acute Myelogenous Leukemia (AML)> <TARGET=IDH2; FLT3; GRB2; IDH1>
Encorafenib,COC(=O)NC(C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,[3*]OC,<INDICATION=Metastatic Melanoma; Unresectable Melanoma> <TARGET=KRAS; ARAF; BRAF; RAF1; HRAS; NRAS; TP53; MAP2K1; PTEN>
Encorafenib,COC(=O)NC(C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,[1*]C([1*])=O,<INDICATION=Metastatic Melanoma; Unresectable Melanoma> <TARGET=KRAS; ARAF; BRAF; RAF1; HRAS; NRAS; TP53; MAP2K1; PTEN>
Encorafenib,COC(=O)NC(C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,[5*]N[5*],<INDICATION=Metastatic Melanoma; Unresectable Melanoma> <TARGET=KRAS; ARAF; BRAF; RAF1; HRAS; NRAS; TP53; MAP2K1; PTEN>
Encorafenib,COC(=O)NC(C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,[4*]CC([4*])C,<INDICATION=Metastatic Melanoma; Unresectable Melanoma> <TARGET=KRAS; ARAF; BRAF; RAF1; HRAS; NRAS; TP53; MAP2K1; PTEN>
