Product,EMA,FDA,EN,Other,WHO,Year,Generic,DrugBank ID,ATC,ChEMBL,Indications,Targets,Last Update,SMILES,MolWeight,LogP,NumHDonors,NumHAcceptors,SMILES_cleaned,MetaText
Decitabine,Y,Y,N,,N,2006.0,Y,DB01262,L01BC08,CHEMBL1201129,Chronic Myelomonocytic Leukemia; Myelodysplastic Syndromes (MDS),DNMT3A; CYP27B1; LIF; THBS1; IDH2; KRAS; CDKN2D; TP53; GSTP1; RB1; NR5A1; CDA; GMNN; TGM2; APC; MAGEA1; FLT3; CR2; HLA-E; CCND2; IDH1; CTAG1B; DNMT1; MUC2; IL2RA,2024-07-25,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O,228.20799999999997,-2.1387999999999985,3,8,Nc1ncn(C2CC(O)C(CO)O2)c(=O)n1,<INDICATION=Chronic Myelomonocytic Leukemia; Myelodysplastic Syndromes (MDS)> <TARGET=DNMT3A; CYP27B1; LIF; THBS1; IDH2; KRAS; CDKN2D; TP53; GSTP1; RB1; NR5A1; CDA; GMNN; TGM2; APC; MAGEA1; FLT3; CR2; HLA-E; CCND2; IDH1; CTAG1B; DNMT1; MUC2; IL2RA>
Degarelix,Y,Y,N,,N,2008.0,N,DB06699,L02BX02,CHEMBL415606,Advanced Prostate Cancer,GNRHR; GNRHR2,2024-07-24,CC(C)CC(C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(CC2=CC=C(C=C2)NC(=O)N)NC(=O)C(CC3=CC=C(C=C3)NC(=O)C4CC(=O)NC(=O)N4)NC(=O)C(CO)NC(=O)C(CC5=CN=CC=C5)NC(=O)C(CC6=CC=C(C=C6)Cl)NC(=O)C(CC7=CC8=CC=CC=C8C=C7)NC(=O)C,1632.2890000000002,1.5146999999999755,17,18,CC(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(Cc1ccc(Cl)cc1)C(=O)NC(Cc1cccnc1)C(=O)NC(CO)C(=O)NC(Cc1ccc(NC(=O)C2CC(=O)NC(=O)N2)cc1)C(=O)NC(Cc1ccc(NC(N)=O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CCCCNC(C)C)C(=O)N1CCCC1C(=O)NC(C)C(N)=O,<INDICATION=Advanced Prostate Cancer> <TARGET=GNRHR; GNRHR2>
Dexamethasone,Y,Y,N,,Y,1958.0,Y,DB01234,S03BA01; S02BA06; S01CB01; S01BA01; R01AD03; H02AB02; D10AA03; D07XB05; D07AB19; C05AA09; A01AC02,CHEMBL384467,"Leukemia, Acute; Malignant Lymphomas; Multiple Myeloma (MM); Mycosis Fungoides (MF)",NR3C1; ANXA1; CDK4; CYP2C9; F2RL1; KDR; NRG1; NFE2L2; PTGDR; CHKA; CCL17; RARA; AR; TSC22D3; PZP; DOK5; HSPA8; CDK6; BDM; HTR7; SOAT1; CD86; CARTPT; CRISPLD2; GATA3; SI; CYP2C19; APOB; NR5A1; DPEP1; BMP7; FABP1; RPS19; CYP3A4; CDH17; CHRM3; PYGL; TDO2; CTNNB1; HYAL2; SAG; TYMS; ACTC1; MT1F; GSTP1; TJP1; THRSP; JAK3; S100A10; UBR1; NR1I2; NTRK1; AGTR1; PTH1R; F9; TEAD1; SLC2A4; VEGFA; KRT19; FOLR1; RET; SFTPA1; NPPC; CDK2; SDS; CYP1A2; TGFBR3; BIRC5; VCAM1; GGT1; LIF; IRS2; NR3C2; SERPINE1; IGFBP1; LINC00251; CYP2D6; CHAT; GLS; ALK; UGT1A1; BCL2L11; SMAD3; JUNB; TG; RELA,2024-07-25,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,392.4670000000001,1.8957,3,5,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,"<INDICATION=Leukemia, Acute; Malignant Lymphomas; Multiple Myeloma (MM); Mycosis Fungoides (MF)> <TARGET=NR3C1; ANXA1; CDK4; CYP2C9; F2RL1; KDR; NRG1; NFE2L2; PTGDR; CHKA; CCL17; RARA; AR; TSC22D3; PZP; DOK5; HSPA8; CDK6; BDM; HTR7; SOAT1; CD86; CARTPT; CRISPLD2; GATA3; SI; CYP2C19; APOB; NR5A1; DPEP1; BMP7; FABP1; RPS19; CYP3A4; CDH17; CHRM3; PYGL; TDO2; CTNNB1; HYAL2; SAG; TYMS; ACTC1; MT1F; GSTP1; TJP1; THRSP; JAK3; S100A10; UBR1; NR1I2; NTRK1; AGTR1; PTH1R; F9; TEAD1; SLC2A4; VEGFA; KRT19; FOLR1; RET; SFTPA1; NPPC; CDK2; SDS; CYP1A2; TGFBR3; BIRC5; VCAM1; GGT1; LIF; IRS2; NR3C2; SERPINE1; IGFBP1; LINC00251; CYP2D6; CHAT; GLS; ALK; UGT1A1; BCL2L11; SMAD3; JUNB; TG; RELA>"
Diethylstilbestrol,N,N,Y,,N,1973.0,N,DB00255,G03CC05; G03CB02; L02AA01,CHEMBL411,,BDNF; ESRRB; SLC5A7; GMNN; PTGES3; CYP3A4; AMH; RORC; HRAS; CYP2D6; ESR2; BDKRB2; NPPC; LPO; BDKRB1; CYP1A2; AR; CP; NR1H4; CYP2C19; CYP2C9; NFE2L2; TP53; ERBB2; E2F1; BCYRN1P2; NR1I2; ESRRG; WNT7A; MYC; DNMT1; BCL2; ESR1,2024-07-24,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,268.356,4.828600000000005,2,2,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,<INDICATION=nan> <TARGET=BDNF; ESRRB; SLC5A7; GMNN; PTGES3; CYP3A4; AMH; RORC; HRAS; CYP2D6; ESR2; BDKRB2; NPPC; LPO; BDKRB1; CYP1A2; AR; CP; NR1H4; CYP2C19; CYP2C9; NFE2L2; TP53; ERBB2; E2F1; BCYRN1P2; NR1I2; ESRRG; WNT7A; MYC; DNMT1; BCL2; ESR1>
Docetaxel,Y,Y,N,,Y,1996.0,Y,DB01248,L01CD02,CHEMBL92,"Esophageal Cancers; Ewing's Sarcoma; Locally Advanced Breast Cancer (LABC); Metastatic Bladder Cancer; Metastatic Breast Cancer; Metastatic Hormone Refractory Prostate Cancer; Node Positive Breast Cancer; Ovarian Cancer Metastatic; Small Cell Lung Cancer (SCLC); Soft Tissue Sarcoma (STS); Advanced untreated gastric adenocarcinoma; Locally advanced Squamous cell carcinoma of head and neck; Locally advanced untreated non small cell lung cancer; Metastatic Squamous cell carcinoma of head and neck; Metastatic untreated non small cell lung cancer; Refractory, locally advanced Non small cell lung cancer; Refractory, metastatic Non small cell lung cancer",TUBA1B; ORM2; NR1I2; HRAS; CHST3; XRCC4; TUBB6; TUBA1C; PGR; MUC16; RPL13; CYP1A1; TUBB1; BAX; ABCC6; ATP7A; TUBB; IGF2; ERBB2; SPG7; RAF1; PPCDC; KRAS; SLCO1B1; HNF4A; TUBA3C; FGFR1; STK11; CYP2A6; TUBB8; XRCC3; TUBB2B; ACSS2; TLE3; VAC14; NAT2; BCL2; GCF1; TUB; PTEN; MAP3K1; TUBA4A; PGP; XRCC1; PPARD; KLK3; FOLH1; GSTP1; AKR1C3; TUBB4B; MDM4; ABCG2; TUBB4A; RXRA; TP53; EPHX1; DDIT3; PIK3CA; GSTM1; ADAMTSL4-AS1; PRDX4; RNF8; SULT1C4; ABCC1; CYP4B1; ERBB3; TUBA1A; SNORD68; FGFR3; SLC10A2; ESR2; TUBA3E; FBXW7; ABCC10; BIRC5; NR1I3; TUBB2A; SOD2; CD44; ESR1; GAS6; BRD4; TUBB3,2024-07-24,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,807.8900000000004,3.259600000000003,5,14,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,"<INDICATION=Esophageal Cancers; Ewing's Sarcoma; Locally Advanced Breast Cancer (LABC); Metastatic Bladder Cancer; Metastatic Breast Cancer; Metastatic Hormone Refractory Prostate Cancer; Node Positive Breast Cancer; Ovarian Cancer Metastatic; Small Cell Lung Cancer (SCLC); Soft Tissue Sarcoma (STS); Advanced untreated gastric adenocarcinoma; Locally advanced Squamous cell carcinoma of head and neck; Locally advanced untreated non small cell lung cancer; Metastatic Squamous cell carcinoma of head and neck; Metastatic untreated non small cell lung cancer; Refractory, locally advanced Non small cell lung cancer; Refractory, metastatic Non small cell lung cancer> <TARGET=TUBA1B; ORM2; NR1I2; HRAS; CHST3; XRCC4; TUBB6; TUBA1C; PGR; MUC16; RPL13; CYP1A1; TUBB1; BAX; ABCC6; ATP7A; TUBB; IGF2; ERBB2; SPG7; RAF1; PPCDC; KRAS; SLCO1B1; HNF4A; TUBA3C; FGFR1; STK11; CYP2A6; TUBB8; XRCC3; TUBB2B; ACSS2; TLE3; VAC14; NAT2; BCL2; GCF1; TUB; PTEN; MAP3K1; TUBA4A; PGP; XRCC1; PPARD; KLK3; FOLH1; GSTP1; AKR1C3; TUBB4B; MDM4; ABCG2; TUBB4A; RXRA; TP53; EPHX1; DDIT3; PIK3CA; GSTM1; ADAMTSL4-AS1; PRDX4; RNF8; SULT1C4; ABCC1; CYP4B1; ERBB3; TUBA1A; SNORD68; FGFR3; SLC10A2; ESR2; TUBA3E; FBXW7; ABCC10; BIRC5; NR1I3; TUBB2A; SOD2; CD44; ESR1; GAS6; BRD4; TUBB3>"
Doxorubicin,N,Y,Y,,Y,1974.0,Y,DB00997,L01DB01,CHEMBL53463,"Acute Lymphoblastic Leukaemias (ALL); Acute Myeloblastic Leukemia; Advanced Endometrial Cancer; Advanced Soft Tissue Sarcoma; Bladder transitional cell carcinoma; Carcinoma, Bronchogenic; Gastric Carcinoma; Kaposi's Sarcoma AIDS Related; Lymphoma, Hodgkins; Malignant Lymphomas; Metastatic Breast Cancer; Multiple Myeloma (MM); Mycosis Fungoides (MF); Neuroblastomas; Ovarian Cancer Metastatic; Ovarian Carcinoma; Sarcoma, Bone; Sezary Syndrome; Soft Tissue Sarcoma (STS); Thyroid Carcinoma; Waldenstrom's Macroglobulinemia (WM); Wilms' tumor; Advanced Thymoma; Advanced uterine sarcoma",ALDH3A1; XIAP; LRP1B; MTHFD1; RARA; BRCA1; PNPLA3; TOP2A; POLK; YWHAG; PAX8; PIK3CB; APEX1; XRCC1; CYP3A4; RXRA; MYOD1; UGT1A1; ABCB11; ZEB1; TET2; CYP2C19; FANCD2; LINC00251; ABCC9; TP53; PIK3CA; AKR7A2; RPSA; TOP2B; MAPK14; SOD2; IL11; HSP90AB1; PIK3CG; WRN; ATM; MGMT; SETD4; CYP2C9; USP1; THRB; RALBP1; RECQL; TPMT; ESR1; SLCO1B1; BDNF; CYP1B1; PLG; EHMT2; IGHMBP2; TGFB1; SRC; MAPK1; CBR1; SDHB; NR1I2; ABCB1; CPT1A; GSTM1; NT5E; SMAD3; HSP90AA1; SLCO6A1; BCL2; COL1A2; BMP7; SERPINA6; AKR1C3; KLC3; SLC22A17; FCGR3B; TAF1; ERCC1; MYB; AR; CAST; NTRK2; ABCC10; NR1H4; CYP1A1; DOK5; GADD45A; XPC; GATA3; BLM; CASP3; ATXN2; ALK; DNMT3A; CYP3A; S100A4; AFP; SLC15A1; MSH2; POLH; GPX3; IDH1; GSR; GBX2; TOP1; NQO1; FASLG; CYP2J2; CYP2D6; BAZ2B; CLCN6; STAT6; ABCA1; PPARD; POLB; SNCA; CCND1; CD274; H2AX; BRAF; CYBA; MDM2; ABCG2; PPM1D; FCGR2A; APAF1; SLC13A3; GALNT14; SLC22A7; SP3; EDN1; MAPT; TGM2; BAX; NFE2L2; CDKN1B; BIRC5; GSTM3; XDH; FLT3; GABPA; ERCC2; CYP1A2; MTR; ABCC5; G6PD; GSTA2; ABCC3; SLCO4C1; FCGR3A; ABCC4; KRT20; KMT2A,2024-07-24,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,543.5250000000003,0.0012999999999995,6,12,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,"<INDICATION=Acute Lymphoblastic Leukaemias (ALL); Acute Myeloblastic Leukemia; Advanced Endometrial Cancer; Advanced Soft Tissue Sarcoma; Bladder transitional cell carcinoma; Carcinoma, Bronchogenic; Gastric Carcinoma; Kaposi's Sarcoma AIDS Related; Lymphoma, Hodgkins; Malignant Lymphomas; Metastatic Breast Cancer; Multiple Myeloma (MM); Mycosis Fungoides (MF); Neuroblastomas; Ovarian Cancer Metastatic; Ovarian Carcinoma; Sarcoma, Bone; Sezary Syndrome; Soft Tissue Sarcoma (STS); Thyroid Carcinoma; Waldenstrom's Macroglobulinemia (WM); Wilms' tumor; Advanced Thymoma; Advanced uterine sarcoma> <TARGET=ALDH3A1; XIAP; LRP1B; MTHFD1; RARA; BRCA1; PNPLA3; TOP2A; POLK; YWHAG; PAX8; PIK3CB; APEX1; XRCC1; CYP3A4; RXRA; MYOD1; UGT1A1; ABCB11; ZEB1; TET2; CYP2C19; FANCD2; LINC00251; ABCC9; TP53; PIK3CA; AKR7A2; RPSA; TOP2B; MAPK14; SOD2; IL11; HSP90AB1; PIK3CG; WRN; ATM; MGMT; SETD4; CYP2C9; USP1; THRB; RALBP1; RECQL; TPMT; ESR1; SLCO1B1; BDNF; CYP1B1; PLG; EHMT2; IGHMBP2; TGFB1; SRC; MAPK1; CBR1; SDHB; NR1I2; ABCB1; CPT1A; GSTM1; NT5E; SMAD3; HSP90AA1; SLCO6A1; BCL2; COL1A2; BMP7; SERPINA6; AKR1C3; KLC3; SLC22A17; FCGR3B; TAF1; ERCC1; MYB; AR; CAST; NTRK2; ABCC10; NR1H4; CYP1A1; DOK5; GADD45A; XPC; GATA3; BLM; CASP3; ATXN2; ALK; DNMT3A; CYP3A; S100A4; AFP; SLC15A1; MSH2; POLH; GPX3; IDH1; GSR; GBX2; TOP1; NQO1; FASLG; CYP2J2; CYP2D6; BAZ2B; CLCN6; STAT6; ABCA1; PPARD; POLB; SNCA; CCND1; CD274; H2AX; BRAF; CYBA; MDM2; ABCG2; PPM1D; FCGR2A; APAF1; SLC13A3; GALNT14; SLC22A7; SP3; EDN1; MAPT; TGM2; BAX; NFE2L2; CDKN1B; BIRC5; GSTM3; XDH; FLT3; GABPA; ERCC2; CYP1A2; MTR; ABCC5; G6PD; GSTA2; ABCC3; SLCO4C1; FCGR3A; ABCC4; KRT20; KMT2A>"
Duvelisib,Y,Y,N,,N,2018.0,N,DB11952,L01EM04,CHEMBL3039502,"Relapsed or Refractory Chronic Lymphocytic Leukemia (CLL); Relapsed or Refractory Follicular Lymphoma; Refractory, relapsed small lymphocytic lymphoma",F5; TP53; PIK3CD; PIK3CG; F7; PIK3CB; F7R,2024-07-24,CC(C1=CC2=C(C(=CC=C2)Cl)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,416.87200000000007,4.483500000000003,2,6,CC(Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,"<INDICATION=Relapsed or Refractory Chronic Lymphocytic Leukemia (CLL); Relapsed or Refractory Follicular Lymphoma; Refractory, relapsed small lymphocytic lymphoma> <TARGET=F5; TP53; PIK3CD; PIK3CG; F7; PIK3CB; F7R>"
Edotreotide,Y,N,N,,N,2019.0,N,DB15494,V09IX09,CHEMBL408350,Neuroendocrine Tumors,FASLG,2024-07-24,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)CN6CCN(CCN(CCN(CC6)CC(=O)O)CC(=O)O)CC(=O)O)C(=O)NC(CO)C(C)O)O,1421.6650000000004,-3.4669000000000176,17,22,CC(O)C(CO)NC(=O)C1CSSCC(NC(=O)C(Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)N1,<INDICATION=Neuroendocrine Tumors> <TARGET=FASLG>
Eflornithine,N,Y,N,,Y,2023.0,N,DB06243,L01XX79,CHEMBL830,High Risk Neuroblastoma,XIAP; JUN; EHMT2; ODC1; NR5A1; TGM2; KCNA1; MYCN; PRL; ATF2; SMOX,2024-07-24,C(CC(C(F)F)(C(=O)O)N)CN,182.17,-0.2274999999999994,3,3,NCCCC(N)(C(=O)O)C(F)F,<INDICATION=High Risk Neuroblastoma> <TARGET=XIAP; JUN; EHMT2; ODC1; NR5A1; TGM2; KCNA1; MYCN; PRL; ATF2; SMOX>
Elacestrant,Y,Y,N,,N,2023.0,N,DB06374,L02BA04,CHEMBL4297509,"Advanced Breast Cancer, Metastatic Breast Cancer",ESR1; ERBB2,2024-07-24,CCNCCC1=CC=C(C=C1)CN(CC)C2=C(C=CC(=C2)OC)C3CCC4=C(C3)C=CC(=C4)O,458.64600000000024,5.851800000000007,2,4,CCNCCc1ccc(CN(CC)c2cc(OC)ccc2C2CCc3cc(O)ccc3C2)cc1,"<INDICATION=Advanced Breast Cancer, Metastatic Breast Cancer> <TARGET=ESR1; ERBB2>"
Enasidenib,N,Y,N,,N,2017.0,N,DB13874,L01XX59,CHEMBL3989908,Refractory Acute Myelogenous Leukemia (AML); Relapsed Acute Myelogenous Leukemia (AML),IDH2; FLT3; GRB2; IDH1,2024-07-24,CC(C)(CNC1=NC(=NC(=N1)C2=NC(=CC=C2)C(F)(F)F)NC3=CC(=NC=C3)C(F)(F)F)O,473.381,4.292600000000003,3,8,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,<INDICATION=Refractory Acute Myelogenous Leukemia (AML); Relapsed Acute Myelogenous Leukemia (AML)> <TARGET=IDH2; FLT3; GRB2; IDH1>
Encorafenib,Y,Y,N,,N,2018.0,N,DB11718,L01EC03,CHEMBL3301612,Metastatic Melanoma; Unresectable Melanoma,KRAS; ARAF; BRAF; RAF1; HRAS; NRAS; TP53; MAP2K1; PTEN,2024-07-24,CC(C)N1C=C(C(=N1)C2=C(C(=CC(=C2)Cl)NS(=O)(=O)C)F)C3=NC(=NC=C3)NCC(C)NC(=O)OC,540.0210000000002,3.908400000000001,3,9,COC(=O)NC(C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,<INDICATION=Metastatic Melanoma; Unresectable Melanoma> <TARGET=KRAS; ARAF; BRAF; RAF1; HRAS; NRAS; TP53; MAP2K1; PTEN>
Entrectinib,Y,Y,N,,N,2019.0,N,DB11986,L01EX14,CHEMBL1983268,"Metastatic Solid Tumors; Non-Small Cell Lung Carcinoma (NSCLC); Tumors, Solid",NTRK2; FRK; SYK; NTRK3; FGFR1; BTK; ALK; RET; IGF1R; LYN; STK3; PRKCG; KIT; FLT4; TAOK1; MET; ABL1; AURKB; CAMK1D; NTRK1; SLK; PLK4; MST1R; FLT3; SRC; TNK2; JAK2; CDK7; LRRK2; PKN2; FLT1; ROS1; PRKCQ; AXL; MAP4K5; FGFR3; EML4; MAP4K2; TBK1; RPS6KA3; CLK4; PTK2; LCK; FER; JAK3; CSF1R; BLK; KDR; GRK5; MAP4K4; AURKA; HIPK2; DAPK3; LTK; CLK2; PRKAA1; FYN,2024-07-24,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6,560.649,5.026900000000004,3,6,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,"<INDICATION=Metastatic Solid Tumors; Non-Small Cell Lung Carcinoma (NSCLC); Tumors, Solid> <TARGET=NTRK2; FRK; SYK; NTRK3; FGFR1; BTK; ALK; RET; IGF1R; LYN; STK3; PRKCG; KIT; FLT4; TAOK1; MET; ABL1; AURKB; CAMK1D; NTRK1; SLK; PLK4; MST1R; FLT3; SRC; TNK2; JAK2; CDK7; LRRK2; PKN2; FLT1; ROS1; PRKCQ; AXL; MAP4K5; FGFR3; EML4; MAP4K2; TBK1; RPS6KA3; CLK4; PTK2; LCK; FER; JAK3; CSF1R; BLK; KDR; GRK5; MAP4K4; AURKA; HIPK2; DAPK3; LTK; CLK2; PRKAA1; FYN>"
Enzalutamide,Y,Y,N,,N,2012.0,N,DB08899,L02BB04,CHEMBL1082407,Metastatic Castration Resistant Prostate Cancer,BRAF; ATR; ATM; BEVI; CYP17A1; MLH1; PTEN; TP53; CDK12; PIK3CA; APC; BRCA2; AR,2024-07-24,CC1(C(=O)N(C(=S)N1C2=CC(=C(C=C2)C(=O)NC)F)C3=CC(=C(C=C3)C#N)C(F)(F)F)C,464.4440000000002,3.992480000000003,1,4,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,<INDICATION=Metastatic Castration Resistant Prostate Cancer> <TARGET=BRAF; ATR; ATM; BEVI; CYP17A1; MLH1; PTEN; TP53; CDK12; PIK3CA; APC; BRCA2; AR>
Epirubicin,N,Y,Y,,N,1999.0,Y,DB00445,L01DB03,CHEMBL417,Breast Cancer; Breast Cancer Stage II; Breast Cancer Stage III; Colorectal Cancers; Hormone Refractory Prostate Cancer; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Papillary transitional cell carcinoma of bladder; Recurrent Superficial Bladder Cancer; Small Cell Lung Cancer (SCLC); Soft Tissue Sarcoma (STS); Stomach Tumor; Carcinoma in situ of urinary bladder,TUBB2A; HMMR; TYMSOS; FOXO1; PIK3R2; SERPINE1; ABCB1; GCKR; KCNQ1; TOP2A; GNL3; NOS1; SPIDR; TP53; PERP; ERBB2; ABCG2; ABCC2; EPHA6; MDM4; CBR3; INSR; IRS1; BCL2; SLCO1B1; CCNK; BIRC5; MISP; ABCC1; PPP2R5D; FOXP3; RBX1; CHD1; TP53AIP1; SLC28A3; IGF2BP2,2024-07-24,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O,543.5250000000003,0.0012999999999995,6,12,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,<INDICATION=Breast Cancer; Breast Cancer Stage II; Breast Cancer Stage III; Colorectal Cancers; Hormone Refractory Prostate Cancer; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Papillary transitional cell carcinoma of bladder; Recurrent Superficial Bladder Cancer; Small Cell Lung Cancer (SCLC); Soft Tissue Sarcoma (STS); Stomach Tumor; Carcinoma in situ of urinary bladder> <TARGET=TUBB2A; HMMR; TYMSOS; FOXO1; PIK3R2; SERPINE1; ABCB1; GCKR; KCNQ1; TOP2A; GNL3; NOS1; SPIDR; TP53; PERP; ERBB2; ABCG2; ABCC2; EPHA6; MDM4; CBR3; INSR; IRS1; BCL2; SLCO1B1; CCNK; BIRC5; MISP; ABCC1; PPP2R5D; FOXP3; RBX1; CHD1; TP53AIP1; SLC28A3; IGF2BP2>
Erdafitinib,Y,Y,N,,N,2019.0,N,DB12147,L01EN01,CHEMBL3545376,"Locally Advanced, Susceptible FGFR3 or FGFR2 genetic alterations, Condition has progressed during or following at least one line of prior platinum- containing chemotherapy including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy urothelial carcinoma; Metastatic Susceptible FGFR3 or FGFR2 genetic alterations, Condition has progressed during or following at least one line of prior platinum- containing chemotherapy including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy Metastatic Urothelial Carcinoma",SLC26A3; CYP2C9; FGFR3; FGFR1; DPYSL2; DPYSL3; DRD2; FGFR2; PIK3CA; DR1; PTEN; FGFR4,2024-07-24,CC(C)NCCN(C1=CC2=NC(=CN=C2C=C1)C3=CN(N=C3)C)C4=CC(=CC(=C4)OC)OC,446.55500000000023,4.183600000000003,1,8,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,"<INDICATION=Locally Advanced, Susceptible FGFR3 or FGFR2 genetic alterations, Condition has progressed during or following at least one line of prior platinum- containing chemotherapy including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy urothelial carcinoma; Metastatic Susceptible FGFR3 or FGFR2 genetic alterations, Condition has progressed during or following at least one line of prior platinum- containing chemotherapy including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy Metastatic Urothelial Carcinoma> <TARGET=SLC26A3; CYP2C9; FGFR3; FGFR1; DPYSL2; DPYSL3; DRD2; FGFR2; PIK3CA; DR1; PTEN; FGFR4>"
Eribulin,Y,Y,N,,N,2010.0,Y,DB08871,L01XX41,CHEMBL1683590,"Metastatic Liposarcoma; Refractory, metastatic Breast cancer; Unresectable Liposarcoma",TERT; TUBB2A; TUBA3E; TUBA1C; ERBB2; TUBB3; TUBB4A; TUBB1; TUBA3C; CYP3A4; ESR1; GCF1; TUBB4B; TUB; ESR2; TUBA1A; TUBB2B; TUBB; PGR; TUBB8; TUBA4A; TUBB6; CD274; TUBA1B; CDK2,2024-07-25,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O,729.9080000000001,3.4380000000000046,2,12,C=C1CC2CCC34CC5OC6C(OC7CCC(CC(=O)CC8C(CC9OC(CCC1O2)CC(C)C9=C)OC(CC(O)CN)C8OC)OC7C6O3)C5O4,"<INDICATION=Metastatic Liposarcoma; Refractory, metastatic Breast cancer; Unresectable Liposarcoma> <TARGET=TERT; TUBB2A; TUBA3E; TUBA1C; ERBB2; TUBB3; TUBB4A; TUBB1; TUBA3C; CYP3A4; ESR1; GCF1; TUBB4B; TUB; ESR2; TUBA1A; TUBB2B; TUBB; PGR; TUBB8; TUBA4A; TUBB6; CD274; TUBA1B; CDK2>"
